Id Empresa;Empresa;Departamento;Municipio; NUSD;Nombre del relleno sanitario;Estado del relleno sanitario;Fecha en que adquiri el estado;Fecha de reporte del estado;Ano de reporte de informacion;Fecha de reporte de informacion;Propietario del relleno sanitario;Latitud;Longitud;Altitud;Fecha inicio de operaciones;Fecha terminacion vida util;Vida util (meses);area media que contiene residuos (m2);Profundidad media de los residuos (m);Tiene cerco perimetral;Tiene caseta de entrada;Tiene drenaje de lixiviados;Cuenta con drenaje de aguas lluvias;Tiene impermeabilizacion de fondo;Tipo de impermeabilizacion de fondo;Tiene cobertura final;Tipo de cobertura final;Tiene estacion de pesaje;Aplica compactacion a los residuos dispuestos;Compactacion aplicada a los residuos dispuestos (T/m3);Capacidad de diseno del relleno sanitario (m3);Capacidad disponible (m3);Tipo de relleno sanitario;Tipo de residuos dispuestos;Caracterizacion de residuos;Organicos (%);Vidrio (%);Metal (%);Plastico (%);Papel (%);Carton (%);Otros organicos (%);Otros inorganicos (%);Fecha ultima caracterizacion;Sistema de drenaje de gases;Cantidad de pozos verticales (chimeneas y horizontales);Cuenta con un proyecto de biogas;Tiene programado desarrollar un proyecto de biogas en los proximos cinco (5) anos;Caudal de biogas en la estacion de quemado (m3/h);Contenido de metano en la estacion de quemado (%);Cantidad de lixiviado producido (L/s);Cantidad de lixiviado tratado (L/s);Representante legal de la empresa;Telefono de contacto;Correo electronico de la empresa
21809;ALCALDIA MUNICIPAL DE SAN BERNARDO;NARINO;SAN BERNARDO;13514;LA FLORIDA;1|EN OPERACION;27/01/2010;27/01/2010;2006;27/01/2010;Municipio;3.98033615;-76.21435089;ND;26/11/1992;31/12/2007;ND;ND;ND;SI;NO;SI;SI;SI;ND;NO;Tierra;NO;NO;0.01;ND;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;ND;ND;ND;ND;ND;0;0;JESUS AUDELO RODRIGUEZ ãAãEZ;7264745;j.audelo.r@hotmail.com
3391;ASEO GENERAL SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;MAGDALENA;ARACATACA;13533;RELLENO REGIONAL DE ARACATACA;1|EN OPERACION;29/01/2010;29/01/2010;2012;6/02/2012;Municipio;3.98033615;-76.21435089;47.5;16/09/2009;4/11/1938;360;8700;10;SI;SI;SI;SI;NO;ND;NO;Tierra;SI;SI;0.6;1790390;1200000;Relleno sanitario;ND;SI;83;1.5;0.5;1;4;3;0;7;20/12/2011;Pasivo;7;ND;ND;ND;ND;ND;ND;MARBEL LUZ MENDOZA HERNANDEZ;8788873;gerencia.aseogen@hotmail.com
3328;SERVICIOS INTEGRALES EFECTIVOS S.A.  E.S.P.;CAQUETA;FLORENCIA;13693;LA ESPERANZA;3|INACTIVO;10/11/2016;5/06/2019;2016;25/10/2018;Municipio;3.98033615;-76.21435089;294;1/12/2009;30/11/2036;264;210;20;SI;SI;SI;SI;NO;Arcilla;SI;Tierra;SI;SI;1;961;704225;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;63.78;1.47;1.53;7.65;0.51;3.06;1.02;21.02;28/12/2016;Pasivo;28;NO;NO;ND;ND;0;0;OLGA ROCIO ORTIZ OBREGON;4357614;suempresadeaseo.servintegral@gmail.com
20472;MUNICIPIO DE SANTA ROSALIA -  VICHADA;VICHADA;SANTA ROSALIA;13813;RELLENO SANITARIO;1|EN OPERACION;10/02/2010;10/02/2010;2006;10/02/2010;Municipio;3.98033615;-76.21435089;537;1/01/1999;31/01/2018;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;EDWIN ALEXANDER SANTANA BASTOS;5662784;contacto@santarosalia-vichada.gov.co
582;EMPRESAS P˜BLICAS  DE URRAO E.S.P.;ANTIOQUIA;URRAO;14194;PARQUE AMBIENTAL LAS ORQUí_DEAS;1|EN OPERACION;12/03/2010;9/08/2011;2011;5/02/2013;Municipio;3.98033615;-76.21435089;1850;16/10/2009;16/10/2029;240;2400;4.5;SI;SI;SI;SI;NO;Sintetico;SI;No aplica;SI;SI;0.4;80869;73511.77;Relleno sanitario;ordinarios-industriales-;SI;18;1.11;0.71;3.38;1.02;1.64;1.11;73.13;1/08/2011;Pasivo;5;NO;NO;ND;ND;0.03;0.03;ELKIN DARIO MADRID DURAN;8503641;contactenos@empresaspublicasurrao.gov.co
2303;EMPRESA DE SERVICIOS PUBLICOS DE SAN JOSE DE LA MARINILLA E.S.P.;ANTIOQUIA;MARINILLA;14214;RELLENO SANITARIO Y GRANJA AMBIENTAL LOS SALTOS;1|EN OPERACION;31/12/2009;19/04/2014;2014;11/12/2015;Empresa;3.98033615;-76.21435089;2200;16/02/2009;16/02/2032;252;70822;12;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;0.7;648021;270100;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;SI;10;8;12;8;10;8;5;39;10/10/2008;Activo;1;NO;NO;ND;ND;130;0.3;FELIX HERNANDO GOMEZ RAMIREZ ;5482811;espa@espamarinilla.gov.co
22107;EMPRESAS PUBLICAS EL HOBO SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;HUILA;NEIVA;14293;LOS ANGELES ;1|EN OPERACION;25/03/2010;25/03/2010;2008;25/03/2010;Municipio;3.98033615;-76.21435089;ND;ND;26/12/2026;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;DIANETH EDUVINA RODRIGUEZ GUARNIZO ;8384044;emuserhobo@hotmail.com
569;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA;CAQUETA;CARTAGENA DEL CHAIRA;14333;LA PRADERA;1|EN OPERACION;31/12/2006;5/04/2010;2010;31/05/2011;Empresa;3.98033615;-76.21435089;234;6/01/1997;9/12/2029;240;2000;5;SI;NO;SI;SI;NO;Tierra;SI;Tierra;NO;SI;30;ND;1500;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;70;20;0;20;20;0;50;20;3/02/2010;Activo;1;NO;NO;ND;ND;2500;800;DEGNIS YILENA PEREZ JIMENEZ;4318230;info@emserpucar.co
472;AGUA VITAL TRINIDAD S.A. E.S.P.;CASANARE;YOPAL;14353;MACONDO;1|EN OPERACION;6/04/2010;6/04/2010;2006;6/04/2010;Otro;3.98033615;-76.21435089;250;ND;1/09/1930;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;LUIS RAFAEL CUEVAS ANTOLINEZ;6371072;emsptrinidad@yahoo.es
20158;MUNICIPIO DE BARBACOAS - NARIãO;NARINO;BARBACOAS;14393;RELLENO SANITARIO BARBACOAS;1|EN OPERACION;12/04/2010;12/04/2010;2006;12/04/2010;Municipio;3.98033615;-76.21435089;ND;1/01/1994;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;RONALD JAVIER ANGULO CAICEDO;7468273;apsbasico@barbacoas-narino.gov.co
20515;ADMINISTRACI”N P˜BLICA COOPERATIVA DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE INZA - CAUCA;CAUCA;INZA;14574;GUAMBIA;1|EN OPERACION;1/01/2006;13/05/2010;2009;7/07/2010;Municipio;3.98033615;-76.21435089;0;1/01/2006;ND;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;ND;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;NATALIA ANGEL PUYO;8700629;ESPINZA01@HOTMAIL.COM
21783;"COOPERATIVA ADMINISTRADORA DE SERVICIOS PUBLICOS DE VERSALLES ""CAMINO VERDE""";VALLE DEL CAUCA;VERSALLES;14594;EL TAMBO;1|EN OPERACION;21-05-0010;21/05/2010;2006;30/06/2010;Municipio;3.98033615;-76.21435089;0;2/07/2007;4/05/2017;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;4;ND;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;4;2;GLORIA ELENA MUNOZ NARANJO;2213058;caminoverdeapc@gmail.com
20623;ADMINISTRACION PUBLICA COOPERATIVA PROVIDENCE AND SANTA CATALINA CLEAN AND WITH FRESH WATER ESP.;ARCHIPIELAGO DE SAN ANDRES;PROVIDENCIA;14834;BLUE LIZARD;1|EN OPERACION;22-06-0010;22/06/2010;2006;22/06/2010;Empresa;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;FERNEY JOSE ARCHBOLD TRIANA;5148180;ferneyjose@yahoo.com
22585;PARQUE AMBIENTAL DEL CARIBE S.A. E.S.P;ARCHIPIELAGO DE SAN ANDRES;SAN ANDRES;14853;MAGIC GARDEN;1|EN OPERACION;12/12/2008;22/06/2010;2011;21/02/2012;Otro;3.98033615;-76.21435089;1;12/12/2008;1/06/2015;48;7000;3;SI;SI;SI;SI;NO;Sintetico;SI;Arcilla;SI;SI;1;ND;723;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;25;21;11;12;9;16;0;0;6/02/2010;Pasivo;19;NO;NO;ND;ND;0.1;0.1;CHAD GABRIEL MUãOZ SUAREZ;7799377;gerenciacomercial@aseocapital.com.co
708;SECRETARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE DONMATIAS;ANTIOQUIA;DONMATIAS;15034;RELLENO SANITARIO EL PINAR;1|EN OPERACION;31/03/1998;30/06/2010;2011;1/06/2012;Municipio;3.98033615;-76.21435089;2200;31/03/1998;ND;240;30000;1.5;SI;SI;SI;SI;NO;Otro;SI;Tierra;NO;SI;70;ND;14400;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;40;10;10;25;10;5;0;20;1/01/2011;Activo y Pasivo;20;NO;NO;ND;ND;12;12;JAVIER DARIO LOPEZ RESTREPO;8663243;serviciospublicos@donmatias-antioquia.gov.co
3367;EMPRESA DE SERVICIOS PUBLICOS DE PUEBLO BELLO S.A.S. E.S.P;CESAR;PUEBLO BELLO;15313;RELLENO VILLAZON;1|EN OPERACION;3/08/2010;3/08/2010;2006;3/08/2010;Otro;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ASCANIO MANUEL GUERRA GUTIERREZ;5793160;emsepusasesp@hotmail.com
2340;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE OIBA E.S.P;SANTANDER;SAN GIL;15373;EL CUCHARO;1|EN OPERACION;11/08/2010;11/08/2010;2007;11/08/2010;Empresa;3.98033615;-76.21435089;0;ND;13/06/2012;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;EYMAR YESITH BAEZ CAMACHO;7173340;oibanadeserviciospublicos@hotmail.com
20368;EMP SOLIDARIA DE SERVICIOS PUBLICOS DE RAQUIRA HIDRORAQUIRA;BOYACA;BOYACA;15553;RELLENO SANITARIO CHIQUINQUIRí€?;1|EN OPERACION;26/09/2010;26/09/2010;2006;26/09/2010;Municipio;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;NEILA YAZMIN REYES SUAREZ;7357174;hidroraquiraesp@gmail.com
20263;JUNTA DE SERVICIOS PUBLICOS DE GUAYABAL DE SIQUIMA;CUNDINAMARCA;MOSQUERA;15593;CONCES NUEVO MONDOí€Œ±EDO;1|EN OPERACION;29/09/2010;29/09/2010;2006;29/09/2010;Empresa;3.98033615;-76.21435089;ND;ND;16/01/2037;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JUAN MANUEL  LOBO BELTRAN;0;contactenos@guayabaldesiquima-cundinamarca.gov.co
23336;EMPRESA DE SERVICIOS PUBLICOS DE MACEO S.A.S  E.S.P.;ANTIOQUIA;MACEO;15693;TINAJAS;1|EN OPERACION;1/11/2010;22/10/2010;2011;30/11/2012;Municipio;3.98033615;-76.21435089;1000;1/11/2010;21/11/2040;30;17800;4;SI;SI;SI;SI;NO;ND;NO;Tierra;NO;NO;ND;91874;91874;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;9;ND;ND;ND;ND;ND;ND;HERNAN ALONSO LOPERA RESTREPO;8640044;aguasdemaceo@gmail.com
2417;UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE QUEBRADANEGRA;BOGOTA;BOGOTA;15733;RELLENO SANITARIO DOí€???A JUANA;1|EN OPERACION;25/10/2010;25/10/2010;2003;25/10/2010;Otro;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;GERARDO ALVAREZ ;8408057;alcaldia@quebradanegra-cundinamarca.gov.co
332;EMPRESAS P˜BLICAS MUNICIPALES DE APêA E.S.P.;RISARALDA;APIA;15813;RELLENO SAN CARLOS;1|EN OPERACION;2/08/1995;9/11/2010;2002;9/11/2010;Municipio;3.98033615;-76.21435089;1790;2/08/1995;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;CRISTIAN ANDRES PEREZ TORO;3609927;espapia@apia-risaralda.gov.co
20194;ADMINISTRACI”N PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE ALGARROBO;MAGDALENA;ALGARROBO;15833;ALGARROBO;1|EN OPERACION;1/11/2004;11/11/2010;2009;25/01/2013;Municipio;3.98033615;-76.21435089;ND;28/07/2004;20/11/2014;360;8700;10;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;NO;ND;ND;1200000;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;83;1.5;5;1;4;3;0;7;5/01/2009;Activo;7;NO;NO;ND;ND;0.02;0.02;ALEX ENRIQUE QUIROZ MENDOZA;4142109;acsepal2009@hotmail.com
22877;EMPRESA DE SERVICIOS PUBLICOS DE SAN PEDRO DE CARTAGO  SA;NARINO;SAN PEDRO DE CARTAGO;15953;SAN PEDRO DE CARTAGO;1|EN OPERACION;3/10/2001;2/12/2010;2009;2/12/2010;Empresa;3.98033615;-76.21435089;1982;3/10/2001;3/10/2021;240;4;10;SI;SI;SI;SI;NO;Tierra;SI;Tierra;SI;SI;10;8560;8560;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;46;12;10;12;5;5;4;6;27/12/2009;Activo;0;NO;NO;ND;ND;1;1;SANDRA PATRICIA MACUASE ANGULO;7264797;espsanpedrodecartago@gmail.com
2956;EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO VALLE DEL GUAMUEZ;PUTUMAYO;SANTIAGO;16055;LA PRIMAVERA;1|EN OPERACION;3/12/2010;3/12/2010;2007;3/12/2010;Municipio;3.98033615;-76.21435089;152;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;LUIS FERNANDO PALACIOS ALOMIA;4282367;emserpuvag@hotmail.com
22745;EMPRESA DE SERVICIOS PUBLICOS DOMICILIAMRIOS DEL MUNICIPIO DE SABANALARGA S.A E.S.P ;ANTIOQUIA;SABANALARGA;16074;RELLENO MUNICIPAL DE SABANALARGA;1|EN OPERACION;10/01/2001;30/08/2017;2011;29/08/2019;Municipio;3.98033615;-76.21435089;1234;10/01/2001;2/11/2010;ND;ND;ND;NO;NO;NO;NO;NO;ND;NO;No aplica;NO;NO;0;1320;ND;Relleno sanitario;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Pasivo;0;ND;ND;ND;ND;0;0;PABLO ARTURO  CORREA  URAN ;8554032;serviciospublicos@sabanalarga-antioquia.gov.co
194;ALCALDIA MUNICIPAL APULO;CUNDINAMARCA;GIRARDOT;16133;ERAS DE GIRARDOT;1|EN OPERACION;14/12/2010;14/12/2010;2006;14/12/2010;Empresa;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ANTONIO DE JESUS TORRES VEGA;8397086;efrainrg14@hotmail.com
20739;MUNICIPIO DE GACHANCIPA;BOGOTA;BOGOTA;16353;RELLENO SANITARIO DONA JUANA;1|EN OPERACION;13/01/2011;13/01/2011;2006;13/01/2011;Empresa;3.98033615;-76.21435089;ND;ND;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JOSE JOAQUIN CUBIDES ARIZA;8578146;serviciospublicos@gachancipa-cundinamarca.gov.co
1446;OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUADALUPE-ANTIOQUIA;ANTIOQUIA;GUADALUPE;16656;EL PLACER;1|EN OPERACION;3/11/2009;23/03/2011;2010;19/03/2011;Municipio;3.98033615;-76.21435089;1971;3/11/2009;20/10/2034;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;1.5;7315;ND;Relleno sanitario;ordinarios-poda de arboles y cesped;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;1000;1000;DIOGENES DE JESUS LUNA  JARAMILLO;8616440;uspguadalupe@gmail.com
2639;AGUAS & ASEO YONDO SA ESP ;ANTIOQUIA;YONDO;16673;LA AMERICAS;1|EN OPERACION;28/03/2011;28/03/2011;2006;28/03/2011;Empresa;3.98033615;-76.21435089;ND;21/07/1999;ND;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;ALEXANDER DIAZ BARRERA;8325371;espyondo@gmail.com
23074;EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ;ANTIOQUIA;BETULIA;16794;LA FLORIDA;1|EN OPERACION;1/01/2009;3/06/2014;2012;26/06/2014;Municipio;3.98033615;-76.21435089;1461;1/01/2003;31/12/2011;72;21764;3;SI;SI;SI;SI;NO;Tierra;SI;Tierra;NO;SI;9.93;9613;10.4;Relleno sanitario;ordinarios-poda de arboles y cesped;SI;827;80.52;51.48;82.56;33.6;50.52;0;0;9/03/2001;Activo;6;NO;NO;ND;ND;0;0;PAULA ANDREA MAYA ORTIZ;8436678;spdbetulia@gmail.com
2278;ASESORIAS Y SERVICIOS E.S.P. S.A.;ANTIOQUIA;AMALFI;16915;LA ESPANOLA;1|EN OPERACION;1/01/2011;15/06/2011;2016;3/04/2019;Otro;3.98033615;-76.21435089;1678;1/01/2011;1/01/2029;152;24400;3;SI;SI;SI;SI;NO;ND;NO;Tierra;SI;SI;0.74;66513;48099;Relleno sanitario;ND;SI;54;3;1;11;7;6;0;18;10/07/2012;Activo;6;ND;ND;ND;ND;ND;ND;LUIS FERNANDO JIMENEZ JIMENEZ;8300747;aser@aserservicios.com
21007;MUNICIPIO DE TAMINANGO;NARINO;TAMINANGO;16934;RELLENO SANITARIO EL MANZANO;1|EN OPERACION;18/06/2011;18/06/2011;2006;18/06/2011;Municipio;3.98033615;-76.21435089;2733;ND;8/03/2011;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;ND;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;CARLOS DELGADO  MUãOZ;7265763;cademualca@gmail.com
22891;EMPRESAS P˜BLICAS DE BRICEãO S.A. E.S.P;ANTIOQUIA;BRICENO;16974;PARQUE AMBIENTAL LLANADAS;1|EN OPERACION;1/10/1998;29/06/2011;2009;29/06/2011;Municipio;3.98033615;-76.21435089;1.28;1/10/1998;31/12/2018;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;118;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;YELENY DEL CARMEN AGUDELO TORRES;8570049;epbriceno@hotmail.com
21413;NUEVO MONDOãEDO S.A. E.S.P.;CUNDINAMARCA;BOJACA;17054;RELLENO SANITARIO NUEVO MONDOãEDO;4|DATO INCORRECTO;17/01/2007;6/07/2018;2009;7/07/2011;Empresa;3.98033615;-76.21435089;2645;17/01/2007;16/01/2037;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;7102190;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JAIME VELEZ RAMIREZ;6373090;comercial@nuevomondonedo.gmail.com
23273;TERRASEO SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;NARINO;TUQUERRES;17074;CRISTO REY;1|EN OPERACION;1/07/2010;7/07/2011;2010;7/07/2011;Municipio;3.98033615;-76.21435089;3018;1/07/2010;30/08/2018;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Tierra;NO;NO;2;30000;ND;Relleno sanitario;ordinarios-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;1;1;ANDRES FERNANDO ZAMBRANO LUCERO;0;terraseosas@gmail.com
22633;EMPRESA DE SERVICIOS PUBLICOS DE SANTA ROSA DE OSOS S.A. E.S.P.;ANTIOQUIA;SANTA ROSA DE OSOS;17116;PARQUE AMBIENTAL LOS OSOS;1|EN OPERACION;7/07/2011;7/07/2011;2010;29/12/2011;Municipio;3.98033615;-76.21435089;ND;1/01/2008;ND;168;40800;28.16;SI;NO;SI;SI;NO;Arcilla;SI;Limo;NO;SI;1.5;ND;188360;Relleno sanitario;ordinarios-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0.01;0.01;ERICA YANED HINCAPIE MESA;8609235;espsantarosa@gmail.com
3021;EMPRESA DE SERVICIOS PUBLICOS DE LA DORADA E.S.P.;CALDAS;LA DORADA;17214;DORADITA;3|INACTIVO;10/07/2003;5/07/2016;2014;24/11/2015;Municipio;3.98033615;-76.21435089;174;10/07/2003;9/10/1931;278;333000;20;SI;SI;SI;SI;NO;Otro;SI;Arcilla;SI;SI;0.7;4000;1596394;Relleno sanitario;ND;SI;64.06;2.82;3.69;11.42;6.49;4.84;5.26;1.39;4/04/2014;Pasivo;15;NO;NO;ND;ND;0;0;ANGELA MARITZA GARCIA MAYORGA;8576097;espladorada@hotmail.com
22322;AGUAS DEL NORTE ANTIOQUEãO S.A E.S.P;ANTIOQUIA;YARUMAL;17314;YARUMOS II;3|INACTIVO;25/09/2009;13/12/2011;2009;26/07/2011;Municipio;3.98033615;-76.21435089;2300;25/09/2009;25/09/2010;ND;ND;ND;SI;SI;SI;SI;SI;ND;NO;Arcilla;NO;NO;0.5;3000;ND;Relleno sanitario;ordinarios-industriales-;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;0;ND;ND;ND;ND;11;11;SERGIO ACEVEDO GUTIERREZ;8536868;aguasdelnorteant@gmail.com
2377;EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO CIUDAD BOLIVAR;ANTIOQUIA;CIUDAD BOLIVAR;17374;BUENA VISTA;4|DATO INCORRECTO;1/01/2002;26/04/2013;2016;2/03/2017;Municipio;3.98033615;-76.21435089;1370;1/01/2002;13/09/2020;152;6400;12;SI;SI;SI;NO;NO;Tierra;SI;Tierra;SI;SI;17.7;42482;8500;Relleno sanitario;ordinarios-industriales-escombros-poda de arboles y cesped;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;Activo;2;NO;NO;ND;ND;100;90;NATALIA BOLIVAR LEDESMA;8410091;snuestroaseo@ciudadbolivar-antioquia.gov.co
708;SECRETARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE DONMATIAS;ANTIOQUIA;DONMATIAS;17454;EL PINAR ;1|EN OPERACION;1/01/1988;9/08/2011;2011;1/06/2012;Municipio;3.98033615;-76.21435089;2225;1/01/1988;16/07/2020;240;30000;1.5;SI;SI;SI;SI;NO;Otro;SI;Tierra;NO;SI;70;4700;14400;Relleno sanitario;ordinarios-industriales-poda de arboles y cesped;SI;40;10;10;25;10;5;0;20;1/01/2011;Activo y Pasivo;20;NO;NO;ND;ND;12;12;JAVIER DARIO LOPEZ RESTREPO;8663243;serviciospublicos@donmatias-antioquia.gov.co
2268;EMPRESAS PUBLICAS DEL MUNICIPIO DE EL SANTUARIO E.S.P.;ANTIOQUIA;EL SANTUARIO;17474;GRANJA MANEJO RESIDUOS SOLIDOS;3|INACTIVO;11/08/2011;10/08/2012;2009;10/08/2011;Empresa;3.98033615;-76.21435089;2165;15/06/1998;9/11/2025;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;500000;0;Relleno sanitario;ND;N/A;0;0;0;0;0;0;0;0;N/A;N/A;0;N/A;N/A;0;0;0;0;JULIAN ESTEBAN HERNANDEZ ECHEVERRI;3222914;elsantuarioesp@une.net.co
21819;ADMINISTRACION PUBLICA COOPERATIVA EMPRESA DE SERVICIOS PUBLICOS DEL RIO E.S.P.;MAGDALENA;SALAMINA;17594;SALAMINA;2|CERRADO;1/11/2009;27/03/2014;2013;3/04/2014;Municipio;3.98033615;-76.21435089;12;1/11/2009;1/11/1939;0;0;0;NO;NO;NO;NO;NO;Ninguno;SI;No aplica;NO;NO;ND;7443;0;Relleno sanitario;ND;NO;ND;ND;ND;ND;ND;ND;ND;ND;ND;No tiene;ND;NO;NO;ND;ND;0;0;CARMEN LUCILA MERCADO OROZCO;3042566;eaaasalaminamgd@hotmail.com
